suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
testo testi testa testiamo testate testano 
giuro giuri giura giuriamo giurate giurano 
giuro giuri giura giuriamo giurate giurano 
testo testi testa testiamo testate testano 
torno torni torna torniamo tornate tornano 
testo testi testa testiamo testate testano 
torno torni torna torniamo tornate tornano 
rompo rompi rompe rompiamo rompete rompono 
vado vai va andiamo andate vanno 
dò dai da diamo date danno 
ammazzo ammazzi ammazza ammazziamo ammazzate ammazzano 
tonneggio tonneggi tonneggia tonneggiamo tonneggiate tonneggiano 
indietro indietri indietra indietriamo indietrate indietrano 
pedalo pedali pedala pedaliamo pedalate pedalano 
trascino trascini trascina trasciniamo trascinate trascinano 
verso versi versa versiamo versate versano 
lontano lontani lontana lontaniamo lontanate lontanano 
lacero laceri lacera laceriamo lacerate lacerano 
silenzio silenzi silenzia silenziamo silenziate silenziano 
detto detti detta dettiamo dettate dettano 
como comi come comiamo comete comono 
sento senti sente sentiamo sentite sentono 
boccheggio boccheggi boccheggia boccheggiamo boccheggiate boccheggiano 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
passo passi passa passiamo passate passano 
sghignazzo sghignazzi sghignazza sghignazziamo sghignazzate sghignazzano 
cago caghi caga caghiamo cagate cagano 
vado vai va andiamo andate vanno 
sono sei è siamo siete sono 
continuo continui continua continuiamo continuate continuano 
cresco cresci cresce cresciamo crescete crescono 
campo campi campa campiamo campate campano 
sollevo sollevi solleva solleviamo sollevate sollevano 
duro duri dura duriamo durate durano 
temo temi teme temiamo temete temono 
spingo spingi spinge spingiamo spingete spingono 
strado stradi strada stradiamo stradate stradano 
lontano lontani lontana lontaniamo lontanate lontanano 
detto detti detta dettiamo dettate dettano 
sgommo sgommi sgomma sgommiamo sgommate sgommano 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
guardo guardi guarda guardiamo guardate guardano 
vado vai va andiamo andate vanno 
comincio cominci comincia cominciamo cominciate cominciano 
stampello stampelli stampella stampelliamo stampellate stampellano 
passo passi passa passiamo passate passano 
sono sei è siamo siete sono 
voglio vuoi vuole vogliamo volete vogliono 
ammattono ammattoni ammattona ammattoniamo ammattonate ammattonano 
sono sei è siamo siete sono 
tiro tiri tira tiriamo tirate tirano 
trovo trovi trova troviamo trovate trovano 
cambio cambi cambia cambiamo cambiate cambiano 
marcio marci marcia marciamo marciate marciano 
esco esci esce usciamo uscite escono 
cateno cateni catena cateniamo catenate catenano 
riluccico riluccichi riluccica riluccichiamo riluccicate riluccicano 
indietro indietri indietra indietriamo indietrate indietrano 
devo devi deve dobbiamo dovete debbono 
universaleggio universaleggi universaleggia universaleggiamo universaleggiate universaleggiano 
rapporto rapporti rapporta rapportiamo rapportate rapportano 
duro duri dura duriamo durate durano 
campo campi campa campiamo campate campano 
destro destri destra destriamo destrate destrano 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
volteggio volteggi volteggia volteggiamo volteggiate volteggiano 
alo ali ala aliamo alate alano 
spiego spieghi spiega spieghiamo spiegate spiegano 
sono sei è siamo siete sono 
inghiott(isc)o inghiott(isc)i inghiott(isc)e inghiottiamo inghiottite inghiott(isc)ono 
colpo colpi colpa colpiamo colpate colpano 
sembro sembri sembra sembriamo sembrate sembrano 
guardo guardi guarda guardiamo guardate guardano 
rotolo rotoli rotola rotoliamo rotolate rotolano 
avvolgo avvolgi avvolge avvolgiamo avvolgete avvolgono 
sono sei è siamo siete sono 
esplodo esplodi esplode esplodiamo esplodete esplodono 
arrivo arrivi arriva arriviamo arrivate arrivano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
bianco bianchi bianca bianchiamo biancate biancano 
accuccio accucci accuccia accucciamo accucciate accucciano 
fondo fondi fonda fondiamo fondate fondano 
buco buchi buca buchiamo bucate bucano 
gonfio gonfi gonfia gonfiamo gonfiate gonfiano 
mango mani mane maniamo manete mangono 
rinsecchisco rinsecchisci rinsecchisce rinsecchiamo rinsecchite rinsecchiscono 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
riconosco riconosci riconosce riconosciamo riconoscete riconoscono 
voglio vuoi vuole vogliamo volete vogliono 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
sto stai sta stiamo state stanno 
noio noi noia noiamo noiate noiano 
sono sei è siamo siete sono 
cupo cupi cupe cupiamo cupete cupono 
uccello uccelli uccella uccelliamo uccellate uccellano 
grillo grilli grilla grilliamo grillate grillano 
taccio taci tace taciamo tacete taciono 
sono sei è siamo siete sono 
passo passi passa passiamo passate passano 
goccio gocci goccia gocciamo gocciate gocciano 
peso pesi pesa pesiamo pesate pesano 
colpisco colpisci colpisce colpiamo colpite colpiscono 
sono sei è siamo siete sono 
rovescio rovesci rovescia rovesciamo rovesciate rovesciano 
addosso addossi addossa addossiamo addossate addossano 
pimento pimenti pimenta pimentiamo pimentate pimentano 
figo figi fige figiamo figete figono 
tendo tendi tende tendiamo tendete tendono 
sferzo sferzi sferza sferziamo sferzate sferzano 
albero alberi albera alberiamo alberate alberano 
soffio soffi soffia soffiamo soffiate soffiano 
ramo rami rama ramiamo ramate ramano 
fischio fischi fischia fischiamo fischiate fischiano 
succhio succhi succhia succhiamo succhiate succhiano 
como comi come comiamo comete comono 
spugno spugni spugna spugniamo spugnate spugnano 
secco secchi secca secchiamo seccate seccano 
rimbalzo rimbalzi rimbalza rimbalziamo rimbalzate rimbalzano 
contro contri contra contriamo contrate contrano 
asciutto asciutti asciutta asciuttiamo asciuttate asciuttano 
sparisco sparisci sparisce spariamo sparite spariscono 
fulmino fulmini fulmina fulminiamo fulminate fulminano 
cado cadi cade cadiamo cadete cadono 
campo campi campa campiamo campate campano 
urlo urli urla urliamo urlate urlano 
sono sei è siamo siete sono 
rallento rallenti rallenta rallentiamo rallentate rallentano 
strano strani strana straniamo stranate stranano 
dò dai da diamo date danno 
noto noti nota notiamo notate notano 
strano strani strana straniamo stranate stranano 
sono sei è siamo siete sono 
stallo stalli stalla stalliamo stallate stallano 
buco buchi buca buchiamo bucate bucano 
sono sei è siamo siete sono 
corno corni corna corniamo cornate cornano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
sono sei è siamo siete sono 
salto salti salta saltiamo saltate saltano 
sono sei è siamo siete sono 
strizzo strizzi strizza strizziamo strizzate strizzano 
veggo vedi vede vediamo vedete vedono 
rido ridi ride ridiamo ridete ridono 
massaggio massaggi massaggia massaggiamo massaggiate massaggiano 
infreddolisco infreddolisci infreddolisce infreddoliamo infreddolite infreddoliscono 
guardo guardi guarda guardiamo guardate guardano 
sono sei è siamo siete sono 
buco buchi buca buchiamo bucate bucano 
— — lampa — — lampano 
unisco unisci unisce uniamo unite uniscono 
minuto minuti minuta minutiamo minutate minutano 
sono sei è siamo siete sono 
riempio riempi riempie riempiamo riempiete riempiono 
dò dai da diamo date danno 
fianco fianchi fianca fianchiamo fiancate fiancano 
colo coli cola coliamo colate colano 
rigagnolo rigagnoli rigagnola rigagnoliamo rigagnolate rigagnolano 
sporco sporchi sporca sporchiamo sporcate sporcano 
devo devi deve dobbiamo dovete debbono 
pauro pauri paura pauriamo paurate paurano 
infilo infili infila infiliamo infilate infilano 
buco buchi buca buchiamo bucate bucano 
smetto smetti smette smettiamo smettete smettono 
presto presti presta prestiamo prestate prestano 
posso puoi può possiamo potete possono 
lastro lastri lastra lastriamo lastrate lastrano 
sto stai sta stiamo state stanno 
assordo assordi assorda assordiamo assordate assordano 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
dò dai da diamo date danno 
sento senti sente sentiamo sentite sentono 
dico dici dice diciamo dicete dicono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
salto salti salta saltiamo saltate saltano 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
seggo siedi siede sediamo sedete seggono 
sto stai sta stiamo state stanno 
piano piani piana pianiamo pianate pianano 
sopro sopri sopra sopriamo soprate soprano 
faccio fai fa faciamo facete facciono 
sollevo sollevi solleva solleviamo sollevate sollevano 
so sai sa sappiamo sapete sanno 
vado vai va andiamo andate vanno 
ancoro ancori ancora ancoriamo ancorate ancorano 
guardo guardi guarda guardiamo guardate guardano 
sorrido sorridi sorride sorridiamo sorridete sorridono 
detto detti detta dettiamo dettate dettano 
storco storci storce storciamo storcete storcono 
testo testi testa testiamo testate testano 
inghiott(isc)o inghiott(isc)i inghiott(isc)e inghiottiamo inghiottite inghiott(isc)ono 
vado vai va andiamo andate vanno 
faccio fai fa faciamo facete facciono 
attraverso attraversi attraversa attraversiamo attraversate attraversano 
occo occhi occa occhiamo occate occano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
funziono funzioni funziona funzioniamo funzionate funzionano 
sono sei è siamo siete sono 
stallo stalli stalla stalliamo stallate stallano 
testo testi testa testiamo testate testano 
mango mani mane maniamo manete mangono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
vengo vieni viene veniamo venite vengono 
vado vai va andiamo andate vanno 
liscio lisci liscia lisciamo lisciate lisciano 
cado cadi cade cadiamo cadete cadono 
sporco sporchi sporca sporchiamo sporcate sporcano 
voglio vuoi vuole vogliamo volete vogliono 
aspetto aspetti aspetta aspettiamo aspettate aspettano 
vado vai va andiamo andate vanno 
subisco subisci subisce subiamo subite subiscono 
sono sei è siamo siete sono 
corno corni corna corniamo cornate cornano 
faccio fai fa faciamo facete facciono 
giro giri gira giriamo girate girano 
sono sei è siamo siete sono 
passo passi passa passiamo passate passano 
batto batti batte battiamo battete battono 
piego pieghi piega pieghiamo piegate piegano 
entro entri entra entriamo entrate entrano 
sono sei è siamo siete sono 
trasformo trasformi trasforma trasformiamo trasformate trasformano 
buco buchi buca buchiamo bucate bucano 
sono sei è siamo siete sono 
apro apri apre apriamo aprite aprono 
lastro lastri lastra lastriamo lastrate lastrano 
colo coli cola coliamo colate colano 
addosso addossi addossa addossiamo addossate addossano 
scivolo scivoli scivola scivoliamo scivolate scivolano 
incollo incolli incolla incolliamo incollate incollano 
sono sei è siamo siete sono 
bocco bocchi bocca bocchiamo boccate boccano 
scuro scuri scura scuriamo scurate scurano 
respiro respiri respira respiriamo respirate respirano 
appeno appeni appena appeniamo appenate appenano 
stringo stringi stringe stringiamo stringete stringono 
pugno pugni pugna pugniamo pugnate pugnano 
intorno intorni intorna intorniamo intornate intornano 
cado cadi cade cadiamo cadete cadono 
ondo ondi onda ondiamo ondate ondano 
avvolgo avvolgi avvolge avvolgiamo avvolgete avvolgono 
golo goli gola goliamo golate golano 
chiudo chiudi chiude chiudiamo chiudete chiudono 
riapro riapri riapre riapriamo riaprite riaprono 
occo occhi occa occhiamo occate occano 
spero speri spera speriamo sperate sperano 
cambio cambi cambia cambiamo cambiate cambiano 
buco buchi buca buchiamo bucate bucano 
sono sei è siamo siete sono 
ancoro ancori ancora ancoriamo ancorate ancorano 
como comi come comiamo comete comono 
buco buchi buca buchiamo bucate bucano 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
faccio fai fa faciamo facete facciono 
crollo crolli crolla crolliamo crollate crollano 
continuo continui continua continuiamo continuate continuano 
autolimitare automaticizzare automatizzare automigliorare automizzare autonomizzare 
grullo grulli grulla grulliamo grullate grullano 
sono sei è siamo siete sono 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
guardo guardi guarda guardiamo guardate guardano 
coperto coperti coperta copertiamo copertate copertano 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
faccio fai fa faciamo facete facciono 
faccio fai fa faciamo facete facciono 
ancoro ancori ancora ancoriamo ancorate ancorano 
veggo vedi vede vediamo vedete vedono 
buco buchi buca buchiamo bucate bucano 
sono sei è siamo siete sono 
— — bisogna — — — 
solo soli sola soliamo solate solano 
sollevo sollevi solleva solleviamo sollevate sollevano 
testo testi testa testiamo testate testano 
guardo guardi guarda guardiamo guardate guardano 
acquo acqui acqua acquiamo acquate acquano 
sporco sporchi sporca sporchiamo sporcate sporcano 
coperto coperti coperta copertiamo copertate copertano 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
saluto saluti saluta salutiamo salutate salutano 
sto stai sta stiamo state stanno 
so sai sa sappiamo sapete sanno 
so sai sa sappiamo sapete sanno 
sono sei è siamo siete sono 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
urlo urli urla urliamo urlate urlano 
cado cadi cade cadiamo cadete cadono 
immergo immergi immerge immergiamo immergete immergono 
strizzo strizzi strizza strizziamo strizzate strizzano 
mango mani mane maniamo manete mangono 
esisto esisti esiste esistiamo esistete esistono 
sono sei è siamo siete sono 
volto volti volta voltiamo voltate voltano 
dò dai da diamo date danno 
sporco sporchi sporca sporchiamo sporcate sporcano 
